Action,Supplier Part No. / Reference,"BP Material / 
Service Master No.","Part Number 
Extension",Product Type,UOM,BP Short Description,BP Long Description,Supplier Description,Manufacturer Name,Manufacturer Part Number,Alternate Manufacturer Name,"Estimated Purchase 
Quantity
",2021 rates,2020 rates,Delta Price, Delta Price %,FILE SENT TO ELMIRA 2021 rates,APR 2021 PB,2021 Chris,,PN 80%,Desc 80%,MnF PN ,Price Unit,Range Price - Min,Range Price - Max,SLA_Leadtime,Incoterms Key,Incoterms Location,Incoterms Location Country,UNSPSC Code,Delivery Tolerance - Under %,Delivery Tolerance - Over %,Price Valid From,Price Valid to,Scale Pricing Quantity ,Minimum  Order Quantity,Maximum Order Quantity ,Lot Size,Internal Part Number,Export Control Status,Export Control No.,Plant Code,NCM Code,Material Origin,Material Usage,Internal ID,UNSPSC Code Description,Sub-Category,Category,1325
Change,190261-62,11161131,,Material,EA,"BLOCK:INSERT,RBR,SIZE 30/0,MCT SPARE,SEA","BLOCK: INSERT,RBR,SIZE 30/0,MCT SPARE,SEAL","BLOCK:INSERT,SIZE 30/0,RBR,MCT SPARE,SEAL",SOLAR TURBINES,190261-62,,,15.41,15.84,-0.43,-3%,15.84,15.84,15.40755467,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,30130000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190261-72,11163195,,Material,EA,"BLOCK:INSERT,MCT SPARE,SIZE: 40/0","BLOCK: INSERT,MCT SPARE,SIZE: 40/0","BLOCK:INSERT,SIZE 40/0,MCT SPARE",SOLAR TURBINES,190261-72,,,33.49,27.52,5.97,18%,27.52,27.52,33.48906561,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,30130000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,304038-1,10144473,,Material,EA,COVER,COVER,COVER,SOLAR TURBINES,3040381,,,103,104.27,-1.27,-1%,104.27,104.27,103.0019881,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31160000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,600280C1,36500890361,,Material,EA,"KIT:REP,CHECK VALVE","KIT: REPAIR,CHECK VALVE","KIT:REPAIR,CHECK VALVE",SOLAR TURBINES,600280C1,,,414.19,425.57,-11.38,-3%,425.57,425.57,414.194831,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,701284C1,36500890997,,Material,EA,"CPLG,PIPE:FLEX,STRGT,1-1/2IN","COUPLING,PIPE: FLEXIBLE,STRAIGHT,1-1/2IN","COUPLING,PIPE:1-1/2IN,STRAIGHT",SOLAR TURBINES,701284C1,,,1575.33,1618.62,-43.29,-3%,1618.62,1618.62,1575.328032,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,23153100,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,964905C1,11027924,,Material,EA,BLOCK:BARRIER SYSTEM MOUNTING,BLOCK: BARRIER SYSTEM MOUNTING,BLOCK:BARRIER SYSTEM MOUNTING,SOLAR TURBINES,964905C1,,,18,18.54,-0.54,-3%,18.54,18.54,18,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,46161500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,991822C1,11053503,,Material,EA,"KIT:REP,SOLENOID VALVE","KIT: REPAIR,SOLENOID VALVE","KIT:REPAIR,SOLENOID VALVE",SOLAR TURBINES,991822C1,,,49.41,50.02,-0.61,-1%,50.02,50.02,49.41,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141616,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,993417C1,11053504,,Material,EA,"KIT:REP,PRESSURE/TEMPERATURE REGULATOR","KIT: REPAIR,PRESSURE/TEMPERATURE REGULATOR","KIT:REPAIR,PRESSURE/TEMPERATURE REGULATOR",SOLAR TURBINES,993417C1,,,158.81,160.8,-1.99,-1%,160.8,160.8,158.81,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,996848C1,11025655,,Material,EA,"KIT:REP,SOLENOID VALVE,ACTR","KIT: REPAIR,SOLENOID VALVE,ACTUATOR","KIT:REPAIR,SOLENOID VALVE,ACTUATOR",SOLAR TURBINES,996848C1,,,202.27,207.88,-5.61,-3%,207.88,207.88,202.27,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141636,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,998882C1,36500879507,,Material,EA,"COIL:ASSY,W/ COVER","COIL:ASSEMBLY,W/ COVER","COIL:ASSEMBLY,W/ COVER",SOLAR TURBINES,998882C1,,,174.41,179.26,-4.85,-3%,179.26,179.26,174.41,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,23153100,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,999354C1,11053505,,Material,EA,"KIT:REP,CYL","KIT: REPAIR,CYLINDER","KIT:REPAIR,CYLINDER",SOLAR TURBINES,999354C1,,,480.5,493.85,-13.35,-3%,493.85,493.85,480.5,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,FT21041-101,36500890776,,Material,EA,"TOOL:COUPLING HUB,LIFTING,PULLER","TOOL: COUPLING HUB,LIFTING,PULLER","TOOL:PULLER, COUPLING HUB, LIFTING",SOLAR TURBINES,FT21041-101,,,16351.56,17231.73,-880.17,-5%,17231.73,17231.73,16351.56064,,#N/A,1,998135C1,1,,,20,FCA,BELGIUM,,27000000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,FT61045-100,36500879048,,Material,EA,TOOL:3 TON CHAIN HOIST,TOOL: 3 TON CHAIN HOIST,"TOOL:CHAIN HOIST,3TON",SOLAR TURBINES,FT61045-100,,,1949.54,1974.08,-24.54,-1%,1974.08,1974.08,1949.54,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,27000000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1089811-2,36500880304,,Material,EA,LADDER:RESTRAINT,LADDER: RESTRAINT,LADDER:RESTRAINT,SOLAR TURBINES,1089811-2,,,161.69,207.72,-46.03,-28%,207.72,207.72,161.69,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,30191501,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1064476-100,36029149,,Material,EA,MODULE,MODULE,PUMP,SOLAR TURBINES,1064476-100,,,7090.85,6940.77,150.08,2%,6940.77,6940.77,7090.85,,#N/A,#N/A,,1,,,217,FCA,BELGIUM,,40151500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1073753-5,36500879724,,Material,EA,"PUMP:LUBRICATION,393GPM CAPACITY,165PSI","PUMP: LUBRICATION,393GPM CAPACITY,165PSI,OIL","PUMP:LUBRICATION,393GPM CAP,165PSI,OIL",SOLAR TURBINES,1073753-5,,,12976.67,13337.13,-360.46,-3%,13337.13,13337.13,12976.67,,#N/A,#N/A,,1,,,236,FCA,BELGIUM,,40151500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1089091-7,36500879922,,Material,EA,"PUMP:24.5 LPM CAPACITY,JACKING OIL","PUMP: 24.5 LPM CAPACITY,JACKING OIL","PUMP:24.5LPM,JACKING OIL",SOLAR TURBINES,1089091-7,,,1717.58,1739.2,-21.62,-1%,1739.2,1739.2,1717.58,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40151500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190550-3T481,36500890517,,Material,EA,PUMP:OIL,PUMP: OIL,PUMP:OIL,SOLAR TURBINES,190550-3T481,,,4269.22,4386.55,-117.33,-3%,4386.55,4386.55,4269.224652,,#N/A,#N/A,,1,,,85,FCA,BELGIUM,,40151500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1022447,36500788878,,Material,EA,"SEAL,OIL:LIP,3IN SHAFT DIA,4IN OD,NBR","SEAL,OIL: LIP,3IN SHAFT DIA,4IN OD,NBR","SEAL,LIP/OIL",SOLAR TURBINES,1022447,,,20.3,20.55,-0.25,-1%,20.55,20.55,20.3,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1062000,11042260,,Material,EA,SEAL:EXTRUSION,SEAL: EXTRUSION,SEAL:EXTRUSION,SOLAR TURBINES,1062000,,,0.77,0.77,0,0%,0.77,0.77,0.77,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20200401,20210131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1072904,11042255,,Material,EA,"SEAL:SOLAR TURBINES,METALLIC","SEAL: SOLAR TURBINES,METALLIC",SEAL:METALLIC,CATERPILLAR,1072904,,,9.48,10.25,-0.77,-8%,10.25,10.25,9.48,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,967692C1,11053469,,Material,EA,"RING,SEAL:SOLAR TURBINES","RING,SEAL: SOLAR TURBINES","SEAL:RING,3/8IN,METALLIC,SAE",CATERPILLAR,967692C1,,,10.14,10.42,-0.28,-3%,10.42,10.42,10.14,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,993670C1,36500890363,,Material,EA,"KIT,SEAL:O-RNG","KIT,SEAL: O-RING","KIT,SEAL:O-RING",SOLAR TURBINES,993670C1,,,11.96,11.71,0.25,2%,11.71,11.71,11.96,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,993672C1,36500890364,,Material,EA,KIT:SEAL,KIT: SEAL,"KIT,SEAL",SOLAR TURBINES,993672C1,,,32.06,31.38,0.68,2%,31.38,31.38,32.06,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,FT30868-50,11195798,,Material,EA,SEAL:CONTAINER,SEAL: CONTAINER,SEAL:CONTAINER,SOLAR TURBINES,FT30868-50,,,419.84,431.38,-11.54,-3%,431.38,431.38,419.8409543,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31181600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1016391-5,10060335,,Material,EA,"VALVE,SOLENOID:MANIFOLD PURGE,4WY,175PSI","VALVE,SOLENOID: MANIFOLD PURGE,4-WAY,175PSIG,4CV,GAS SERVICE","VALVE,SOLENOID:MANIFOLD PURGE,4-WAY,175PSIG,4CV,GAS SERVICE",SOLAR TURBINES,1016391-5,,,1683.96,1730.74,-46.78,-3%,1730.74,1730.74,1683.96,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141605,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1041597-1,11060000,,Material,EA,"VLV,CHK:1/2IN,PRESSURE RATING: 1 PSI","VALVE,CHECK: 1/2IN,PRESSURE RATING: 1 PSI","VALVE,CHECK:1/2IN,1PSI",SOLAR TURBINES,1041597-1,,,564.61,571.71,-7.1,-1%,571.71,571.71,564.61,,#N/A,#N/A,,1,,,112,FCA,BELGIUM,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1046410-3,36500890621,,Material,EA,"VLV,SOLENOID:4WY","VALVE,SOLENOID: 4-WAY","VALVE,SOLENOID:4-WAY,175PSI",SOLAR TURBINES,1046410-3,,,3323.7,3415.04,-91.34,-3%,3415.04,3415.04,3323.697813,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1062883-3T021,36500879021,,Material,EA,"VLV,BALL:ASSY,PNEU OPERATED","VALVE,BALL: ASSEMBLY,PNEUMATIC OPERATED","VALVE,BALL:ASSEMBLY,PNEUMATIC OPERATED",SOLAR TURBINES,1062883-3T021,,,7556.98,7766.89,-209.91,-3%,7766.89,7766.89,7556.98,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1063401-2,11059802,,Material,EA,"VLV,RLF:3/4IN INLET,PRES","VALVE,RELIEF: 3/4IN INLET,PRESSURE","VALVE,RELIEF:PRESSURE,3/4IN",SOLAR TURBINES,1063401-2,,,525.2,531.81,-6.61,-1%,531.81,531.81,525.2,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141606,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1063401-3K111,36500879024,,Material,EA,"VALVE,RLF:1-1/2IN","VALVE,RELIEF: 1-1/2IN","VALVE,RELIEF:1-1/2IN",SOLAR TURBINES,1063401-3K111,,,586.2,602.48,-16.28,-3%,602.48,602.48,586.2,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141606,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1064721-12,11042251,,Material,EA,"VLV,BALL:3/8IN,CLASS 150,HND OPERATED,SO","VALVE,BALL: 3/8IN,CLASS 150,HAND OPERATED,SOLAR TURBINES OEM","VALVE,BALL:3/8IN,CLASS 150,HAND OPERATED",SOLAR TURBINES,1064721-12,,,93.95,96.56,-2.61,-3%,96.56,96.56,93.95,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1064721-13,11042253,,Material,EA,"VLV,BALL:3/8IN,CLASS 150,STAINLESS STEEL","VALVE,BALL: 3/8IN,CLASS 150,STAINLESS STEEL GR CF8M BODY,HANDLE OPERATED,2000PSI CPW","VALVE,BALL:3/8IN,CLASS 150,HAND OPERATED",SOLAR TURBINES,1064721-13,,,71.39,72.28,-0.89,-1%,72.28,72.28,71.39,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1088209-3T481,36500879737,,Material,EA,"VLV:GAS FUEL CONTROL,ELEC","VALVE: GAS FUEL CONTROL,ELEC","VALVE:GAS FUEL CONTROL,ELEC",SOLAR TURBINES,1088209-3T481,,,35838.76,36289.93,-451.17,-1%,36289.93,36289.93,35838.76,,#N/A,#N/A,,1,,,136,FCA,BELGIUM,,40141600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,131248-10,36500879557,,Material,EA,"VLV,BALL:2IN,HND OPERATED","VALVE,BALL: 2IN,HAND OPERATED","VALVE,BALL:2IN,HAND OPERATED",SOLAR TURBINES,131248-10,,,1008.58,1063.18,-54.6,-5%,1063.18,1063.18,1008.58,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,131248-7,36500879561,,Material,EA,"VLV,BALL:HND OPERATED","VALVE,BALL: HAND OPERATED","VALVE,BALL:1IN,HAND OPERATED",SOLAR TURBINES,131248-7,,,460.11,485.01,-24.9,-5%,485.01,485.01,460.11,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186232-3T021,36500878915,,Material,EA,"VLV,BALL:2IN,PNEU,PRESSURE RATING: 620 P","VALVE,BALL: 2IN,PNEUMATIC,PRESSURE RATING: 620 PSI","VALVE,BALL:2IN,620PSI,PNEUMATIC OPERATED",SOLAR TURBINES,186232-3T021,,,4679.66,4738.57,-58.91,-1%,4738.57,4738.57,4679.66,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141607,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190015-12,10051414,,Material,EA,"VLV,SOLENOID:3WY,PRESSURE RATING: 1000PS","VALVE,SOLENOID: 3-WAY,PRESSURE RATING: 1000PSI","VALVE,SOLENOID:3-WAY,1000PSI",SOLAR TURBINES,190015-12,,,959.15,985.79,-26.64,-3%,985.79,985.79,959.15,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190185-11,36500892977,,Material,EA,"CAGE,VLV","CAGE,VALVE","CAGE,VALVE:THERMOSTAT",SOLAR TURBINES,190185-11,,,244.2,247.27,-3.07,-1%,247.27,247.27,244.2,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141616,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190185-21,36500890379,,Material,EA,"PLUG,VLV:FLAT HEAD","PLUG,VALVE: FLAT HEAD","PLUG,VALVE:FLAT HEAD",SOLAR TURBINES,190185-21,,,9.14,9.38,-0.24,-3%,9.38,9.38,9.135188867,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141616,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190537-500,36500879025,,Material,EA,"VLV,BALL:1/4IN,ASSY,PNEU OPERATED","VALVE,BALL: 1/4IN,ASSEMBLY,PNEUMATIC OPERATED","VALVE,BALL:ASSEMBLY,1/4IN,PNEUMATIC OPERATED",SOLAR TURBINES,190537-500,,,733.91,754.3,-20.39,-3%,754.3,754.3,733.91,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190584-2,36500890353,,Material,EA,VLV,VALVE,VALVE,SOLAR TURBINES,190584-2,,,161.53,163.57,-2.04,-1%,163.57,163.57,161.53,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,967664C1-3K101,36500890756,,Material,EA,"VLV,RLF","VALVE,RELIEF","VALVE,RELIEF",SOLAR TURBINES,967664C1-3K101,,,584.95,572.41,12.54,2%,572.41,572.41,584.9502982,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141606,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,FT30868-30,36088750,,Material,EA,"VLV,RLF:PRESSURE VACUUM","VALVE,RELIEF: PRESSURE VACUUM","VALVE,RELIEF:PRESSURE VACUUM",SOLAR TURBINES,FT30868-30,,,342.7,346.91,-4.21,-1%,346.91,346.91,342.7037773,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,40141606,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1100611-3,36500890765,,Material,EA,"PROPELLER:27IN DIA,7","PROPELLER: 27IN DIA,7","PROPELLER:27IN,7 BLADE",SOLAR TURBINES,1100611-3,,,5024.81,5162.9,-138.09,-3%,5162.9,5162.9,5024.811133,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,25173800,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1034347-1,36500879802,,Material,EA,"ACCLRMTR:SENSOR,SENSITIVITY: 25 MV/G","ACCELEROMETER: SENSOR,SENSITIVITY: 25 MV/G","ACCELEROMETER:SENSOR,25",SOLAR TURBINES,1034347-1,,,991.4,1003.87,-12.47,-1%,1003.87,1003.87,991.4,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,41113639,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1036679-10,36500615239,,Material,EA,"SWTCH,PRESSURE/VACUUM:DIFF,0 TO 45IN WC","SWITCH,PRESSURE/VACUUM: DIFFERENTIAL,0 TO 45IN WC RANGE,SPDT,1 POLE","SWITCH,PRESSURE:DIFFERENTIAL,0-45IN WC RANGE,SPDT",SOLAR TURBINES,1036679-10,,,531.89,538.59,-6.7,-1%,538.59,538.59,531.89,,#N/A,#N/A,,1,,,25,FCA,BELGIUM,,39121506,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1051747-7,11155232,,Material,EA,PISTON,PISTON,PISTON:VALVE,SOLAR TURBINES,1051747-7,,,129.74,106.67,23.07,18%,106.67,106.67,129.74,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,26101736,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1052120-1,11028051,,Material,EA,"TRANSMITTER,DIFF PRES:4-20MA OUTPUT,0 TO","TRANSMITTER,DIFFERENTIAL PRESSURE: 4-20MA OUTPUT,0 TO 2000 PSI","TRANSMITTER,PRESSURE:DIFFERENTIAL,0-2000PSI RANGE,4-20MA OUTPUT",SOLAR TURBINES,1052120-1,,,2216.81,2278.39,-61.58,-3%,2278.39,2278.39,2216.81,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,41112410,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1052120-4,11028052,,Material,EA,"TRANSMITTER,DIFF PRES:0 TO 300 PSI","TRANSMITTER,DIFFERENTIAL PRESSURE: 0 TO 300 PSI","TRANSMITTER,PRESSURE:DIFFERENTIAL,0-300PSI RANGE",SOLAR TURBINES,1052120-4,,,2161.4,2278.39,-116.99,-5%,2278.39,2278.39,2161.4,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,41112410,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1052168-2,11028053,,Material,EA,"TRANSMITTER,PRES:GA,0 TO 150 PSI","TRANSMITTER,PRESSURE: GAUGE,0 TO 150 PSI","TRANSMITTER,PRESSURE:GAGE,0-150PSI RANGE",SOLAR TURBINES,1052168-2,,,1473.17,1514.09,-40.92,-3%,1514.09,1514.09,1473.17,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,41112410,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1053923-14,36500890324,,Material,EA,"SWTCH,PRESSURE/VACUUM:DPDT,2 POLE,DIFFER","SWITCH,PRESSURE/VACUUM: DPDT,2 POLE,DIFFERENTIAL PRESSURE: 6 PSI","SWITCH,PRESSURE:6PSI,DPDT",SOLAR TURBINES,1053923-14,,,383.7,394.24,-10.54,-3%,394.24,394.24,383.6978131,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,39121506,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1053923-15,36500890325,,Material,EA,"SWTCH,PRESSURE/VACUUM:AIR,GAS,DPDT,2 POL","SWITCH,PRESSURE/VACUUM: AIR,GAS,DPDT,2 POLE","SWITCH,PRESSURE:AIR/GAS,DPDT",SOLAR TURBINES,1053923-15,,,347.58,357.13,-9.55,-3%,357.13,357.13,347.584493,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,39121506,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1089241-15,36500878875,,Material,EA,"MODULE:COMM,NETWORK,PROTOCOL: MODBUS","MODULE: COMMUNICATION,NETWORK,PROTOCOL: MODBUS","MODULE,NETWORK:COMMUNICATION,MODBUS",SOLAR TURBINES,1089241-15,,,2659.75,7190.99,-4531.24,-170%,7190.99,7190.99,2659.75,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,43201500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1089241-7,11059770,,Material,EA,"MODULE:NETWORK,COMM,CONTROLLOGIX,PROTOCO","MODULE: NETWORK,COMMUNICATION,CONTROLLOGIX,PROTOCOL: DATA HIGHWAY PLUS","MODULE,NETWORK:COMMUNICATION,DATA HIGHWAY PLUS",SOLAR TURBINES,1089241-7,,,3178.73,2997.83,180.9,6%,2997.83,2997.83,3178.73,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,43201500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1094771,36500878634,,Material,EA,"ANCHOR:PERSONAL RESTRAINT,316L SS","ANCHOR:PERSONAL RESTRAINT,316L SS","ANCHOR:PERSONAL RESTRAINT,316L SS",SOLAR TURBINES,1094771,,,296.6,290.33,6.27,2%,290.33,290.33,296.6,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31162100,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1103208-101,36500880106,,Material,EA,"HORN:EP,W/ HARDWARE","HORN: EP,W/ HARDWARE","HORN:EP,W/ HARDWARE",SOLAR TURBINES,1103208-101,,,1089.12,1102.83,-13.71,-1%,1102.83,1102.83,1089.12,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,46170000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1113568-100,11042250,,Material,EA,"ALARM:NON-EXPLOSION PROOF,GRAY","ALARM: NON-EXPLOSION PROOF,GRAY",HORN:NON-EP,SOLAR TURBINES,1113568-100,,,140.24,144.13,-3.89,-3%,144.13,144.13,140.24,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,46170000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,1123575-100,36500891436,,Material,EA,"METER,FLOW:ANALOG,MASS","METER,FLOW: ANALOG,MASS",FLOWMETER:ANALOG,SOLAR TURBINES,1123575-100,,,23357,23998.9,-641.9,-3%,23998.9,23998.9,23356.99801,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,41112501,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,142156-105,11028778,,Material,EA,"SPACER,SHIM:0.005IN THK,SS","SPACER,SHIM: 0.005IN THK,STAINLESS STEEL","SHIM:COLD FOOT,0.005IN THK,SS",SOLAR TURBINES,142156-105,,,32.58,26.79,5.79,18%,26.79,26.79,32.58,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,142156-106,11028777,,Material,EA,"SPACER,SHIM:0.01IN THK,SS","SPACER,SHIM: 0.01IN THK,STAINLESS STEEL","SHIM:COLD FOOT,0.01IN THK,SS",SOLAR TURBINES,142156-106,,,38.06,31.3,6.76,18%,31.3,31.3,38.06,,#N/A,#N/A,,1,,,20,FCA,BELGIUM,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
