Action,Supplier Part No. / Reference,"BP Material / 
Service Master No.","Part Number 
Extension",Product Type,UOM,BP Short Description,BP Long Description,Supplier Description,Manufacturer Name,Manufacturer Part Number,Alternate Manufacturer Name,"Estimated Purchase 
Quantity
",2021 rates,2020 rates,Delta Price, Delta Price %,FILE SENT TO ELMIRA 2021 rates,APR 2021 PB,2021 Chris,,PN 80%,Desc 80%,MnF PN ,Price Unit,Range Price - Min,Range Price - Max,SLA_Leadtime,Incoterms Key,Incoterms Location,Incoterms Location Country,UNSPSC Code,Delivery Tolerance - Under %,Delivery Tolerance - Over %,Price Valid From,Price Valid to,Scale Pricing Quantity ,Minimum  Order Quantity,Maximum Order Quantity ,Lot Size,Internal Part Number,Export Control Status,Export Control No.,Plant Code,NCM Code,Material Origin,Material Usage,Internal ID,UNSPSC Code Description,Sub-Category,Category,1325
Change,190445-2,36024054,,Material,EA,"VLV,CHK:3IN,VACUUM RELIEF","VALVE,CHECK: 3IN,VACUUM RELIEF","VALVE,CHECK:3IN",SOLAR TURBINES,190445-2,,,5356.76,5424.2,-67.44,-1%,5424.2,5424.2,5356.76,,#N/A,#N/A,,1,,,91,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190466-4,36023897,,Material,EA,"MOTOR,AC:100HP OUTPUT,TEFC ENCLOSURE,380","MOTOR,AC: 100HP OUTPUT,TEFC ENCLOSURE,380V,3PH,50HZ","MOTOR,AC:100HP,380V,3 PH,50HZ,TEFC ENCLO",SOLAR TURBINES,190466-4,,,15785.51,15984.24,-198.73,-1%,15984.24,15984.24,15785.51,,#N/A,#N/A,,1,,,84,FCA,,,26101100,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190537-303,11028061,,Material,EA,"VLV,BALL:1/4IN,ASSY,PNEU OPERATED","VALVE,BALL: 1/4IN,ASSEMBLY,PNEUMATIC OPERATED","VALVE,BALL:1/4IN,PNEUMATIC OPERATED",SOLAR TURBINES,190537-303,,,1137.85,1169.46,-31.61,-3%,1169.46,1169.46,1137.85,,#N/A,#N/A,,1,,,56,FCA,,,40141607,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190553-1,36024554,,Material,EA,"VLV,CHK:1/2IN,FNPT,LIFT,316 STAINLESS ST","VALVE,CHECK: 1/2IN,FNPT,LIFT,316 STAINLESS STEEL BODY","VALVE,CHECK:LIFT,1/2IN,FNPT,316 SS TRIM",SWAGELOK,190553-1,,,414.15,419.36,-5.21,-1%,419.36,419.36,414.15,,#N/A,#N/A,,1,,,98,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190583-1,11046750,,Material,EA,"VLV,RLF:7/8IN INLET,PRES,PRESSURE RATING","VALVE,RELIEF: 7/8IN INLET,PRESSURE,PRESSURE RATING: 3000PSI","VALVE,RELIEF:PRESSURE",SOLAR TURBINES,190583-1,,,57.54,56.32,1.22,2%,56.32,56.32,57.54,,#N/A,#N/A,,1,,,84,FCA,,,40141606,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190585-6,11047138,,Material,EA,THRMOSTAT:FLOW CONTROL,THERMOSTAT:FLOW CONTROL,"THERMOSTAT:FLOW CNTRL,120DEG",SOLAR TURBINES,190585-6,,,372.47,377.16,-4.69,-1%,377.16,377.16,372.47,,#N/A,#N/A,,1,,,70,FCA,,,41112209,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190611-100,36023847,,Material,EA,"VLV:ASSY,MEDIA: FUEL","VALVE: ASSEMBLY,MEDIA: FUEL",VALVE:,SOLAR TURBINES,190611-100,,,6275.28,6354.28,-79,-1%,6354.28,6354.28,6275.28,,#N/A,#N/A,,1,,,98,FCA,,,40141600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190619-5,36024214,,Material,EA,"PLUG,VLV","PLUG,VALVE",PLUG:,SOLAR TURBINES,190619-5,,,0.76,0.97,-0.21,-28%,0.97,0.97,0.76,,#N/A,#N/A,,1,,,56,FCA,,,20121301,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190624-5,36024194,,Material,EA,"VLV,CHK:1IN,POPPET,PRESSURE RATING: 1 PS","VALVE,CHECK: 1IN,POPPET,PRESSURE RATING: 1 PSIG","VALVE,CHECK:POPPET",SOLAR TURBINES,190624-5,,,627.33,635.23,-7.9,-1%,635.23,635.23,627.33,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190662-28,36023891,,Material,EA,"MONITOR:VIBRATION,TYPE REFERENCE: 2201","MONITOR: VIBRATION,TYPE REFERENCE: 2201","MODULE,PLC:VIBRATION MONITOR,24 CHANNEL",SOLAR TURBINES,190662-28,,,9033.37,9147.08,-113.71,-1%,9147.08,9147.08,9033.37,,#N/A,#N/A,,1,,,63,FCA,,,32151705,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190759-1,36024149,,Material,EA,"GAUGE,LEVEL:FLT","GAUGE,LEVEL: FLOAT","GAUGE,LEVEL:",SOLAR TURBINES,190759-1,,,150.32,152.21,-1.89,-1%,152.21,152.21,150.32,,#N/A,#N/A,,1,,,84,FCA,,,41112500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
