,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,index,Region,PO No.,PO Item No.,Incoterms,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor,Vendor Name,Manufacturer Part No.,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Unit Price,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,PO Closed Status Name,PO Item Deletion Flag,Item Type Name,PO Type Name,Remaining PO Quantity,Long Description,Unit Price,Converted Price,UoM_label,Label
3,1222,837737,840104,840104,298572,AGT,4301132346,1,FCA,Free Carrier,11045909 (120022-6),"BOLT,MACHINE:HEX,3/8IN,16 UN,1IN,STL,B7",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,120022-6,2019-10-22,8.0,EA,"USD 16,90",135.2,USD,31161600,Bolts,Transaction Completed,Completed,#,Material,Gated,0.0,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1IN LG,ALLOY STEEL,GR B7,10/PACK",1.69,1.69,1,0.0
4,1295,849053,851586,851586,311762,AGT,4301161119,1,FCA,Free Carrier,11045909 (120022-6),"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,120022-6,2020-01-27,8.0,EA,"USD 16,90",135.2,USD,31161600,Bolts,Transaction Completed,Completed,#,Material,Gated,0.0,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1IN LG,ALLOY STEEL,GR B7,10/PACK",1.69,1.69,1,0.0
5,1312,852380,854919,854919,315612,AGT,4301170279,2,FCA,Free Carrier,11045909 (120022-6),"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,120022-6,2020-02-23,50.0,EA,"USD 16,90",845.0,USD,31161600,Bolts,Ordered,Closed,#,Material,Gated,0.0,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1IN LG,ALLOY STEEL,GR B7,10/PACK",1.69,1.69,1,0.0
6,1317,852388,854927,854927,315620,AGT,4301170300,4,FCA,Free Carrier,11045909 (120022-6),"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,120022-6,2020-02-23,12.0,EA,"USD 16,90",202.8,USD,31161600,Bolts,Ordered,Closed,#,Material,Gated,0.0,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1IN LG,ALLOY STEEL,GR B7,10/PACK",1.69,1.69,1,0.0
7,1646,875897,879054,879054,344474,AGT,4301235226,11,FCA,Free Carrier,11045909 (120022-6),"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,120022-6,2021-11-01,6.0,EA,"USD 16,10",96.6,USD,31161600,Bolts,Ordered,Open,#,Material,Fastrack,0.0,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1IN LG,ALLOY STEEL,GR B7,10/PACK",1.61,1.61,1,1.0
0,1481,863674,866348,866348,329183,AGT,4301203333,12,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN,1/8IN,4.359IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2020-01-07,12.0,EA,"USD 12,12",145.44,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,0.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.12,12.12,0,1.0
1,1789,882939,886192,886192,352671,AGT,4301249096,8,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN,1/8IN,4.359IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-07-04,2.0,EA,"USD 12,36",24.72,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,2.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.36,12.36,0,0.0
2,1802,884154,887407,887407,354020,AGT,4301250889,2,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN,1/8IN,4.359IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-04-19,2.0,EA,"USD 12,36",24.72,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,2.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.36,12.36,0,0.0
3,1826,885776,889040,889040,355807,AGT,4301253689,1,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN ID,1/8IN,4.359IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-06-05,1.0,EA,"USD 12,36",12.36,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,1.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.36,12.36,0,0.0
4,1848,887629,890926,890926,357886,AGT,4301256720,1,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN ID,1/8IN,4.359IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-05-27,1.0,EA,"USD 12,36",12.36,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,1.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.36,12.36,0,0.0
5,1858,887922,891229,891229,358269,AGT,4301257583,4,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN ID,1/8IN,4.359IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-03-06,1.0,EA,"USD 12,36",12.36,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,1.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.36,12.36,0,0.0
6,1872,888458,891765,891765,358841,AGT,4301258652,2,FCA,Free Carrier,10007862 (903253C1),"O-RNG:2-245,4-3/8IN ID,1/8IN,4.359IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903253C1,2021-10-06,1.0,EA,"USD 12,06",12.06,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,1.0,"O-RING: 2-245,4-3/8IN ID,1/8IN,4.359IN ID,0.139IN,VITON,-20 TO 400 DEG F",12.06,12.06,0,1.0
0,1017,809153,811128,811128,263738,AGT,4301058081,1,FCA,Free Carrier,11025746 (300002-2),"GASKET:NON-ROUND,4-3/4 X 5-3/4IN,0.031IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2019-03-28,3.0,EA,"USD 29,68",89.04,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Fastrack,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",29.68,14.84,0,1.0
1,1235,839151,841544,841544,300232,AGT,4301135426,1,FCA,Free Carrier,11025746 (300002-2),"GASKET:NON-ROUND,0.031IN,4-3/4 X 5-3/4IN",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2019-10-31,6.0,EA,"USD 11,81",70.86,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Fastrack,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",11.81,11.81,0,0.0
2,1282,846427,848931,848931,308679,AGT,4301152413,1,FCA,Free Carrier,11025746 (300002-2),"GSKT:NON-ROUND,4-3/4IN,5-3/4IN LG,0.031I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2019-12-26,4.0,EA,"USD 10,92",43.68,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",10.92,10.92,0,0.0
3,1368,858253,860815,860815,322723,AGT,4301187110,4,FCA,Free Carrier,11025746 (300002-2),"GSKT:NON-ROUND,4-3/4IN,5-3/4IN LG,0.031I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2020-04-21,10.0,EA,"USD 10,92",109.2,USD,31181500,Gaskets,Ordered,Closed,#,Material,Gated,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",10.92,10.92,0,0.0
4,1558,870799,873785,873785,338222,AGT,4301224064,3,FCA,Free Carrier,11025746 (300002-2),"GSKT:NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.0",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2020-10-29,3.0,EA,"USD 10,92",32.76,USD,31181500,Gaskets,Ordered,Open,#,Material,Fastrack,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",10.92,10.92,0,0.0
5,1604,875184,878336,878336,343647,AGT,4301233447,3,FCA,Free Carrier,11025746 (300002-2),"GSKT:NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.0",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2020-12-28,8.0,EA,"USD 10,92",87.36,USD,31181500,Gaskets,Ordered,Open,#,Material,Fastrack,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",10.92,10.92,0,0.0
6,1693,877713,880881,880881,346732,AGT,4301238907,4,FCA,Free Carrier,11025746 (300002-2),"GSKT:NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.0",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,300002-2,2021-01-02,3.0,EA,"USD 10,92",32.76,USD,31181500,Gaskets,Ordered,Open,#,Material,Gated,0.0,"GASKET: NON-ROUND,4-3/4IN WD,5-3/4IN LG,0.031IN THK",10.92,10.92,0,0.0
0,838,774033,775627,775627,221817,AGT,4300952877,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN PIPE,CLASS 150",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2018-06-20,4.0,EA,"USD 7,20",28.8,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",7.2,7.2,0,1.0
1,1100,813441,815433,815433,269030,AGT,4301068248,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN PIPE,CLASS 150",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2019-04-25,3.0,EA,"USD 7,20",21.6,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",7.2,7.2,0,1.0
2,1152,826575,828841,828841,285486,AGT,4301098670,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN,CLASS 150,304 STAINLESS",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2019-07-23,12.0,EA,"USD 5,88",70.56,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",5.88,5.88,0,0.0
3,1190,836203,838564,838564,296795,AGT,4301128018,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN,CLASS 150,304 STAINLESS",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2019-08-10,30.0,EA,"USD 5,88",176.4,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",5.88,5.88,0,0.0
4,1230,838399,840776,840776,299297,AGT,4301133789,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN,CLASS 150,304 STAINLESS",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2019-10-25,2.0,EA,"USD 5,88",11.76,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",5.88,5.88,0,0.0
5,1271,845494,847973,847973,307576,AGT,4301149818,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN,CLASS 150,304 STAINLESS",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2019-12-18,2.0,EA,"USD 5,88",11.76,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",5.88,5.88,0,0.0
6,1285,846781,849285,849285,309081,AGT,4301154547,1,FCA,Free Carrier,11046082 (1017890),"GASKET,SPWD:1IN,CLASS 150,304 STAINLESS",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1017890,2020-07-01,22.0,EA,"USD 5,88",129.36,USD,31181500,Gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",5.88,5.88,0,0.0
0,1272,845516,847995,847995,307604,AGT,4301149859,1,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2019-12-18,14.0,EA,"USD 124,20",1738.8,USD,23153100,Industrial equipment,Transaction Completed,Completed,#,Material,Gated,0.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
1,1274,845580,848068,848068,307718,AGT,4301150311,2,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2019-12-19,45.0,EA,"USD 124,20",5589.0,USD,23153100,Industrial equipment,Transaction Completed,Completed,#,Material,Gated,0.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
2,1313,852381,854920,854920,315613,AGT,4301170279,3,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2020-02-23,8.0,EA,"USD 124,20",993.6,USD,23153100,Industrial equipment,Ordered,Closed,#,Material,Gated,0.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
3,1463,862794,865439,865439,328079,AGT,4301199609,1,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2020-12-06,6.0,EA,"USD 124,20",745.2,USD,23153100,Industrial equipment,Ordered,Closed,#,Material,Gated,0.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
4,1464,862795,865440,865440,328080,AGT,4301199609,2,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2020-12-06,12.0,EA,"USD 124,20",1490.4,USD,23153100,Industrial equipment,Ordered,Closed,#,Material,Gated,0.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
5,1850,887648,890945,890945,357911,AGT,4301256867,1,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2021-05-28,9.0,EA,"USD 124,20",1117.8,USD,23153100,Industrial equipment,Ordered,Open,#,Material,Gated,9.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
6,1864,888402,891709,891709,358781,AGT,4301258477,2,FCA,Free Carrier,11167065 (909057C1),"BALL:ACTUATING,F/ MAINLINE PUMP VANE,36/",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,909057C1,2021-09-06,2.0,EA,"USD 124,20",248.4,USD,23153100,Industrial equipment,Ordered,Open,#,Material,Gated,2.0,"BALL: ACTUATING,F/ MAINLINE PUMP VANE,36/PACK",3.45,3.45,1,0.0
0,1043,811821,813800,813800,267015,AGT,4301063416,16,FCA,Free Carrier,11025443 (903732C1),"O-RNG:225,VITON,75 DUROMETER,0.139IN THK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2019-11-04,28.0,EA,"USD 9,17",256.76,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Fastrack,0.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",9.17,9.17,0,0.0
1,1327,853952,856491,856491,317485,AGT,4301174058,3,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN,1/8IN,1.859IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2020-05-03,2.0,EA,"USD 13,80",27.6,USD,31181506,O ring gaskets,Ordered,Closed,#,Material,Gated,0.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",13.8,13.8,0,1.0
2,1355,856979,859539,859539,321048,AGT,4301183465,1,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN,1/8IN,1.859IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2020-07-04,2.0,EA,"USD 13,80",27.6,USD,31181506,O ring gaskets,Transaction Completed,Completed,#,Material,Gated,0.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",13.8,13.8,0,1.0
3,1430,858531,861097,861097,323050,AGT,4301188031,3,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN,1/8IN,1.859IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2020-04-24,2.0,EA,"USD 13,35",26.7,USD,31181506,O ring gaskets,Ordered,Closed,#,Material,Gated,0.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",13.35,13.35,0,1.0
4,1490,863683,866357,866357,329193,AGT,4301203333,7,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN,1/8IN,1.859IN,0.139I",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2020-01-07,46.0,EA,"USD 13,35",614.1,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,0.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",13.35,13.35,0,1.0
5,1660,875928,879085,879085,344523,AGT,4301235246,5,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN ID,1/8IN,1.859IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2021-11-01,5.0,EA,"USD 13,32",66.6,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Fastrack,5.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",13.32,13.32,0,1.0
6,1771,882921,886174,886174,352653,AGT,4301249096,14,FCA,Free Carrier,11025443 (903732C1),"O-RNG:2-225,1-7/8IN ID,1/8IN,1.859IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,903732C1,2021-07-04,2.0,EA,"USD 14,10",28.2,USD,31181506,O ring gaskets,Ordered,Open,#,Material,Gated,2.0,"O-RING: 2-225,1-7/8IN ID,1/8IN,1.859IN ID,0.139IN,VITON,75 DUROMETER",14.1,14.1,0,1.0
0,1048,811826,813805,813805,267021,AGT,4301063416,6,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX,1/2IN,13 TPI,2-1/2IN,B6,2/PACK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2019-11-04,2.0,EA,"USD 5,40",10.8,USD,31161600,Bolts,Ordered,Open,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",2.7,2.7,1,0.0
1,1059,812722,814707,814707,268196,AGT,4301066081,3,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX,1/2IN,13 TPI,2-1/2IN,B6,2/PACK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2019-04-18,429.0,EA,"USD 5,40",2316.6,USD,31161600,Bolts,Ordered,Closed,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",2.7,2.7,1,0.0
2,1062,812725,814710,814710,268199,AGT,4301066081,6,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX,1/2IN,13 TPI,2-1/2IN,B6,2/PACK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2019-04-18,141.0,EA,"USD 5,40",761.4,USD,31161600,Bolts,Ordered,Closed,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",2.7,2.7,1,0.0
3,1449,860616,863203,863203,325399,AGT,4301192859,1,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX,1/2IN,13 TPI,2-1/2IN,B6,2/PACK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2020-05-14,100.0,EA,"USD 5,22",522.0,USD,31161600,Bolts,Ordered,Closed,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",2.61,2.61,1,0.0
4,1459,862398,865038,865038,327571,AGT,4301198241,2,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX,1/2IN,13 TPI,2-1/2IN,B6,2/PACK",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2020-08-06,120.0,EA,"USD 5,22",626.4,USD,31161600,Bolts,Ordered,Closed,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",2.61,2.61,1,0.0
5,1575,874079,877113,877113,342246,AGT,4301230702,1,FCA,Free Carrier,11037193 (918639C1),"BOLT:HX HD,1/2IN DIA,13 TPI,2-1/2IN LG,G",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,918639C1,2020-10-12,1.0,EA,"USD 5,22",5.22,USD,31161600,Bolts,Ordered,Open,#,Material,Fastrack,0.0,"BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6",5.22,2.61,0,1.0
0,1643,875694,878846,878846,344239,AGT,4301234667,3,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-07-01,53.0,EA,"USD 19,20",1017.6,USD,31161807,Flat washers,Ordered,Open,#,Material,Fastrack,0.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.2,19.2,0,1.0
1,1689,877609,880777,880777,346595,AGT,4301238447,2,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-01-28,46.0,EA,"USD 19,20",883.2,USD,31161807,Flat washers,Ordered,Open,#,Material,Fastrack,0.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.2,19.2,0,1.0
2,1751,881550,884751,884751,351083,AGT,4301245808,1,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-03-16,40.0,EA,"USD 19,60",784.0,USD,31161807,Flat washers,Ordered,Open,#,Material,Gated,40.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.6,19.6,0,0.0
3,1798,884039,887292,887292,353883,AGT,4301250458,1,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-04-15,35.0,EA,"USD 19,60",686.0,USD,31161807,Flat washers,Ordered,Open,#,Material,Gated,35.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.6,19.6,0,0.0
4,1799,884063,887316,887316,353912,AGT,4301250607,1,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-04-16,30.0,EA,"USD 19,60",588.0,USD,31161807,Flat washers,Ordered,Open,#,Material,Gated,30.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.6,19.6,0,0.0
5,1800,884064,887317,887317,353913,AGT,4301250607,2,FCA,Free Carrier,957117 (1010506),"WASHER,FLT:1-15/32IN OD,3/4IN ID",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1010506,2021-04-23,1.0,EA,"USD 19,60",19.6,USD,31161807,Flat washers,Ordered,Open,#,Material,Gated,1.0,"WASHER,FLAT: 1-15/32IN OD,3/4IN ID",19.6,19.6,0,0.0
0,1034,809904,811879,811879,264678,AGT,4301060655,2,FCA,Free Carrier,11042217 (1030794-12),"VLV,CHECK:3/8IN,2PSIG",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1030794-12,2019-04-04,6.0,EA,"USD 383,32",2299.92,USD,40141600,Valves,Transaction Completed,Completed,#,Material,Gated,0.0,"VALVE,CHECK: 3/8IN,2PSIG",383.32,383.32,0,0.0
1,1098,813434,815426,815426,269022,AGT,4301067939,5,FCA,Free Carrier,11042217 (1030794-12),"VLV,CHECK:3/8IN,2PSIG",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1030794-12,2019-04-24,31.0,EA,"USD 465,74",14437.94,USD,40141600,Valves,Transaction Completed,Completed,#,Material,Gated,0.0,"VALVE,CHECK: 3/8IN,2PSIG",465.74,465.74,0,2.0
2,1122,816892,818905,818905,273383,AGT,4301077499,1,FCA,Free Carrier,11042217 (1030794-12),"VLV,CHECK:3/8IN,2PSIG",SOLAR TURBINES,6015999,SOLAR TURBINES EUROPE SA,1030794-12,2019-05-21,4.0,EA,"USD 414,40",1657.6,USD,40141600,Valves,Transaction Completed,Completed,#,Material,Gated,0.0,"VALVE,CHECK: 3/8IN,2PSIG",414.4,414.4,0,1.0
